Country,Age,Employment,EdLevel,DevCategory,DevType,CompTotal,CompRange
Austria,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",74286.58673469388,50k-100k
France,35-44,Employed,Master,Software Development Roles,"Developer, back-end",70000.0,50k-100k
Hungary,35-44,Employed,Master,Software Development Roles,"Developer, back-end",160000.0,100k-200k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",32500.0,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, front-end",90000.0,50k-100k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",75647.9641025641,50k-100k
Netherlands,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,85000.0,50k-100k
Austria,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",68000.0,50k-100k
Spain,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,60681.50151057402,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",45000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",75312.76595744681,50k-100k
France,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering","Engineer, site reliability",61573.302305721605,50k-100k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,66000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Italy,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",42000.0,0-50k
Germany,25-34,Freelancer,PhD,Software Development Roles,"Developer, full-stack",30000.0,0-50k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",35640.0,0-50k
Lithuania,35-44,Employed,Master,Software Development Roles,"Developer, back-end",52000.0,50k-100k
Greece,45-54,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",50000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",60000.0,50k-100k
Romania,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",80975.01548387097,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
Lithuania,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",65000.0,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",64831.26519337016,50k-100k
Belgium,55-64,Employed,PhD,Specialized Technical Roles,Security professional,150000.0,100k-200k
Italy,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",48000.0,0-50k
Italy,18-24,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",13000.0,0-50k
Italy,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",51639.30034129693,50k-100k
Belgium,25-34,Employed,Bachelor,Data Science and Analysis Roles,Data or business analyst,68000.0,50k-100k
Spain,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",57486.9186351706,50k-100k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Germany,25-34,Employed,Master,Other Professional Roles,"Developer, game or graphics",60000.0,50k-100k
Italy,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering","Engineer, site reliability",54000.0,50k-100k
Lithuania,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",30000.0,0-50k
Finland,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",51000.0,50k-100k
Austria,25-34,Employed,Master,Software Development Roles,"Developer, back-end",65000.0,50k-100k
Greece,25-34,Employed,Master,Software Development Roles,"Developer, back-end",28000.0,0-50k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",64831.26519337016,50k-100k
France,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",102000.0,100k-200k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",80975.01548387097,50k-100k
Luxembourg,35-44,Employed,Master,Software Development Roles,"Developer, back-end",104000.0,100k-200k
Austria,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",75000.0,50k-100k
Spain,45-54,Employed,PhD,"Management, Leadership, and Advocacy Roles",Project manager,45588.00806451613,0-50k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,80000.0,50k-100k
Germany,25-34,Freelancer,Master,"Academic, Educational, and Research Roles",Academic researcher,80975.01548387097,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75647.9641025641,50k-100k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Austria,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",4000.0,0-50k
Belgium,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Developer Experience,70000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, mobile",75312.76595744681,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Finland,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",84500.0,50k-100k
Greece,25-34,Employed,Bachelor,Specialized Technical Roles,Database administrator,40191.725190839694,0-50k
Netherlands,25-34,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,55000.0,50k-100k
Germany,45-54,Employed,PhD,Software Development Roles,"Developer, desktop or enterprise applications",60000.0,50k-100k
Germany,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Greece,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",36000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",100000.0,100k-200k
France,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",61573.302305721605,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, mobile",92000.0,50k-100k
Germany,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,100000.0,100k-200k
Croatia,25-34,Employed,Master,Software Development Roles,"Developer, back-end",65000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",72000.0,50k-100k
Netherlands,18-24,Employed,PhD,Software Development Roles,"Developer, back-end",24000.0,0-50k
Spain,18-24,Employed,PhD,Software Development Roles,"Developer, full-stack",45588.00806451613,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",80000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",76000.0,50k-100k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",53339.0,50k-100k
Portugal,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",49000.0,0-50k
Italy,45-54,Employed,Master,Software Development Roles,"Developer, front-end",28000.0,0-50k
Finland,45-54,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",80000.0,50k-100k
Austria,25-34,Employed,PhD,Data Science and Analysis Roles,Data scientist or machine learning specialist,54000.0,50k-100k
France,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",77000.0,50k-100k
Italy,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",46858.40754716981,0-50k
Germany,35-44,Freelancer,Master,Software Development Roles,"Developer, back-end",48000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",62000.0,50k-100k
Germany,35-44,Employed,Master,Specialized Technical Roles,"Developer, QA or test",90000.0,50k-100k
Italy,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,35000.0,0-50k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, mobile",75647.9641025641,50k-100k
Austria,25-34,Employed,Master,Software Development Roles,"Developer, back-end",74286.58673469388,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",67000.0,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",35000.0,0-50k
Ireland,45-54,Employed,Master,Software Development Roles,"Developer, back-end",76000.0,50k-100k
Greece,25-34,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,45584.52413793103,0-50k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",54000.0,50k-100k
Italy,45-54,Employed,Bachelor,Software Development Roles,"Developer, back-end",87000.0,50k-100k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,22000.0,0-50k
Ireland,45-54,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,102727.61627906976,100k-200k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",100000.0,100k-200k
France,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",53217.56870229008,50k-100k
Italy,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,40000.0,0-50k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, back-end",45000.0,0-50k
Netherlands,18-24,Freelancer,PhD,Software Development Roles,"Developer, full-stack",59515.491228070176,50k-100k
Spain,25-34,Freelancer,Master,Software Development Roles,"Developer, mobile",100000.0,100k-200k
France,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Project manager,61573.302305721605,50k-100k
Romania,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",88000.0,50k-100k
Spain,35-44,Employed,Bachelor,Data Science and Analysis Roles,Data or business analyst,51000.0,50k-100k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, front-end",62000.0,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",45600.0,0-50k
Spain,25-34,Employed,Bachelor,Data Science and Analysis Roles,Data scientist or machine learning specialist,25000.0,0-50k
Netherlands,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",36900.0,0-50k
Germany,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,52000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",39600.0,0-50k
Netherlands,55-64,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Slovakia,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,45000.0,0-50k
Ireland,35-44,Employed,Master,Software Development Roles,"Developer, back-end",102727.61627906976,100k-200k
Greece,35-44,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,29000.0,0-50k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",42000.0,0-50k
Germany,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,75312.76595744681,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, front-end",64000.0,50k-100k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,91367.40076335878,50k-100k
Portugal,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Germany,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Romania,18-24,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",36000.0,0-50k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Scientist,82000.0,50k-100k
Germany,25-34,Employed,PhD,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",91367.40076335878,50k-100k
Italy,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,62000.0,50k-100k
Germany,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,56000.0,50k-100k
Spain,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",27000.0,0-50k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",43000.0,0-50k
Austria,25-34,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,75000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",100000.0,100k-200k
Germany,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Developer Advocate,170000.0,100k-200k
Italy,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",43000.0,0-50k
Greece,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",45584.52413793103,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",75312.76595744681,50k-100k
Austria,35-44,Employed,Master,Software Development Roles,"Developer, front-end",90000.0,50k-100k
Ireland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",66000.0,50k-100k
